source,text
keyword_reviews00.xlsx,"그러나 나는 또한 여기저기서 게임을 좋아합니다. 나는 데스크 PC가 없으므로 노트북은 일부 게임을 실행할 수있는 유일한 가능성이 있습니다. 나는 대부분의 게임이 MacOS에 고유하지 않다는 것을 알고 있지만, MacOS에서 Windows를 모방 할 수있는 크로스 오버 또는 Paralells에 대해 들었습니다. 누구든지 그 경험을 한 사람이 있습니까? MacBook Pro M4 Pro 24GB 2C CPU/ 16C GPU의 플레이 가능한 레벨에서 Battlefield/ Red Dead Redemption 2/ GTA V/…를 실행할 수 있습니까?"
keyword_reviews00.xlsx,할 일이 있습니까 아니면 새로운 것을 구매하기 시작해야합니까 나는 문제가 개선되기를 바라고있는 가을까지 기다릴 때까지 기다리고 싶다 나는 그리스에 살고 여름이 너무 뜨겁다 그러나 나는 내년 여름에 다시 원할 때 사용할 수없는 랩톱을 갖고 싶지 않다
keyword_reviews00.xlsx,저를 무모하게 만드는 주요 문제는 성능과 배터리입니다 4060 ProArt 모델에 대해 이야기하는 모든 데이터를 찾을 수 없으므로 요가 프로 모델과 실제로 비교할 수 없습니다 나는 요가의 배터리가 그렇게 좋지 않다고 들었습니다 나는 요가의 열과 팬 소음에 대해 좋은 소식을 듣고 그것이 ProArt와 같은지 확실하지 않습니다
keyword_reviews00.xlsx,그러나 그것은 시계 노드 TSMC 5NM 4NM 및 성능 차이 대 NAVI 31 7900 XTX 에 대해 정규화 할 때 여전히 크게 증가하기 때문에 전체 스토리를 말하지 않습니다 9070 XT 클럭 대 7900 XTX의 얼마나 높은지 고려하지만 대부분의 경우에도 여전히 크게 흔들 리도록 관리합니다 Raster 1440p 및 4K 이것은 AMD의 큰 건축 변화와 RDNA 3이 저렴하지 않다는 것을 분명히 나타내지 만 적어도 MCM 디자인과 비교하여 모든 MCM 논리 실리콘 교량 냉각 증가 및 기타 추가 비용을 피할 수있는 MCM 설계에 대해서는 여전히 대규모로 지불합니다
keyword_reviews00.xlsx,고객 서비스와 이중 평생 보증에 대해 큰 소식을 들었음을 제외하고는 XFX에 대한 이전 경험이 없었습니다 카드를 받으면 상자에 넣고 VGA 모니터에 꽂았습니다 카드 자체에 VGA 포트가 없기 때문에 DVI VGA 어댑터 포함 모니터에는 아무것도 표시되지 않았습니다 카드는 진공만큼 크게 표시됨 나는 2 개의 다른 PC에서 그것을 시도했고 내가 생각할 수있는 모든 것을 시도했지만 아무것도 시도하지 않았습니다 글쎄 그것은 다른 모니터 VGA 를 시도하는 것이 나에게 일어났다 글쎄 나는 마침내 DVI 모니터에 꽂아서 작동하게했다 엄청난 문제는 Bum DVI 컨버터 였을 것입니다 글쎄 나는 운이 좋지 않은 3 개의 확인 된 DVI 변환기를 시도했다 이 비디오 카드는 DVI 변환기에서 작동하지 않는 것 같습니다 이 시점에서 나는 반환 환불 등을 얻는 데 어려움을 겪지 않다고 결정했으며 반품 배송은 아마도 비디오 카드 비용의 절반이 들었을 것입니다 DVI 기반 모니터 중 하나를 사용하기로 결정했습니다 실제로는 계획이 아니지만 당분간은 효과가있었습니다
keyword_reviews00.xlsx,응답 여기서 논쟁은 실제로 이와 같은 출시에 대한 기대에 달려 있습니다 Windows에서 이와 같이 본 마지막 큰 발사는 인텔 아크 Intel Arc 였는데 비디오 드라이버 문제가 있었는데 제품이 대부분의 것으로 예상되는 비디오 게임 비디오 게임을하지 못하게했습니다 반대로 이 프로세서는 대부분의 주류 사용자 작업에서 잘 작동하면서 우리가 기대했던 주요 기능 예외 배터리 수명 을 제공합니다 비디오에서 당신은 전문가 애플리케이션을 사용하거나 게임을 즐기는 사람들에게는 호환성이 좋지 않다고 생각하지만 우리의 견해에서는 이와 같은 새로운 플랫폼 출시에 대한 불합리한 목표입니다
keyword_reviews00.xlsx,그렇다면 마지막 두 옵션 사이에 옵션이없는 이유는 무엇입니까 지금은 3700x를 가지고 있으며 내 D15는 일반적인 작업에서 약 72 76C 정도의 PBO 오버 클로킹으로 잘 냉각됩니다 따라서 더 나은 성능을 원한다면 두 가지 옵션이 있습니다 360mm AIO를 얻으십시오 360mm AIO는 연장 된 스트레스 테스트 및 옵션 제한 후 약 10 15 더 나은 성능을 얻을 수 있습니다 대부분 팬에게 내려오고 Noctua 팬이 누워있는 경우 그 모든 사람들에게 거의 동일한 성능을 얻을 수 있습니다 또는 사용자 정의 루프를 얻을 수는 있지만 문제는 유지 보수 문제 를 다루고 싶지 않다는 것입니다 나는 몇 년 동안 D15를 가졌습니다 1 년에 한 번은 먼지를 제거하기 위해 공기를 사용하고 30 초 후에는 새롭게 보이고 맞춤형 루프는 많은 유지 보수와 더 멋진 것이 필요합니다 더 많은주의를 기울여야합니다
keyword_reviews00.xlsx,인텔은 두 제품 모두 재개 되었으며 진실하지 않다고 주장했다 문제는 분명히 다시 표시되지 않는다는 것입니다 그들은 그들 중 하나가 트레이 프로세서라고 주장하려고했기 때문에 소매 보증이 적용되지 않았으며 이로 인해 역 추적 된 후 재개되었다고 주장하는 경로를 갔다
keyword_reviews00.xlsx,Elgato와 같은 USB 솔루션을 선호하여 새로운 랩탑을 얻는 대신 현재 랩톱을 사용할 수 있지만 Elgato에서 볼 수있는 유일한 문제는 내가 본 비디오를 사용하면 전체 화면 미리보기에 대한 옵션이 없으며 미리보기와 지연이 있는지 확실하지 않다는 것입니다 나는 의도 된 것보다 더 많은 엘가 토를 사용하고 있으므로 정보는 거기에 있지 않습니다
keyword_reviews00.xlsx,"Ninkear A15 Pro (2025 버전)는 가격과 성능 사이의 균형을 잘 제공하며 생산성, 멀티미디어 및 가끔 게임을위한 노트북을 찾고있는 사람들을 대상으로합니다. 학생, 홈 오피스 사용자 및 신뢰할 수있는 만능인이 필요한 사람에게는 Ninkear A15 Pro (2025)가 좋은 선택입니다. 회사 자체 온라인 상점의 가격은 현재 약 570 유로입니다. 이 장치는 독일에서 배송됩니다. 불행히도, 나는 지원 및/또는 보증 문제에 대해 아무 말도 할 수 없습니다."
keyword_reviews00.xlsx,2023 년 12 월부터 4070 GTX와 32GB RAM이있는 Lenovo Legion Pro 7이 있습니다. 몇 달 전에 일부 액체가 노트북에 쏟아졌습니다. 또한 팬들 근처의 주택을 깨뜨리는 낙상을 유지했습니다. 결과는 키보드가 작동하지 않으며 (창이 끝없이 팝업되게 함) 충전기를 올바르게 연결하기 위해 케이싱을 엉망으로 만들어야합니다. 그래서 나는 Bluetooth 키보드를 사용하고 그것을 연결하는 문제를 수용하는 데 몇 초만에 주택을 고정하는 데 몇 초가 걸립니다. 그래픽 카드 나 프로세서가 성능이 떨어 졌는지 알 수 없습니다. 나는 최근 BB에서 5080 Acer Helios Neo 16을 $ 1900에 집어 들었다. 내가 보관하거나 반환 해야하는지 확인할 때까지 상자에 앉아 있지 않았습니다. 나는 또한 LG Ultrawide 45GX950A를 얻었습니다. Helios의 성능과 능력이 증가한 것은 $ 1900의 가치가 있습니까? 나는 현재 내 와이드 스크린에 군단 USB-C를 가지고 있으며 다중 작업을 제외하고는 약간 느린 것처럼 보입니다. Raid Shadow Legends와 몇 가지 탐색 창이 위로 올라가면 Windows가 전환됩니다. Acer의 귀환에 대한 생각 또는 유지?
keyword_reviews00.xlsx,"나는 2021 년의 ASUS Scar 15로 RTX 3070을 대체하기위한 게임 노트북을 찾고 있었고, 원래 RTX 5070TI를 가진 ASUS Zephyrus G16을 가볍고 휴대하기 쉬운 랩탑을위한 최고의 달콤한 스팟 RN이기 때문에 원래 결정했지만, 내가 갇힌 문제는 내 나라에서 Zephyrus G16 2025를 시작했습니다. 또한 5080의 120W가 낮기 때문에 가치가 없으며, RTX 5070TI & RTX 5080에서 사용할 수있는 Lenovo Legion Pro 7I에주의를 기울였으며 ASUS에서 RTX 5080을 얻을 수 있다고 생각합니다. 어쨌든 Asus보다 더 저렴하고 전파선을 구입하기위한 주요 문제가 아니기 때문에 새로운 랩탑을 구매하는 것이 아니기 때문입니다. 학생과 나는 그 똥을 가지고 다녀야합니다. 비록 나는 체중 문제를 해결하기 위해 C 형 140W 충전기와 연결될 수 있지만 충전기 플러스 레지온은 확실히 4kg+이고 충전기가있는 Zephyrus는 약 2.8kg이므로 어떻게 생각하는지, 어떻게해야합니까? Zephyrus G16이 출시 될 때까지 RTX 5070TI와 함께 구매하거나 단순히 Legion을 얻으십시오. 일반 노트북을 운반하는 학생들을 도와주세요."
keyword_reviews00.xlsx,"안녕하세요 여러분! 그래서 저는 1440p에서 AA, AAA 게임용 AA, AAA 게임에 대한 괜찮은 게임 노트북을 얻고자합니다 (DLSS 프레임은 지연된 입력이 아닌 한 신경 쓰지 마세요. 또한 집에 있다면 1440p 모니터에서 재생) 작업 (가벼운 파이썬 코딩, 원격 데스크탑, 스크립트 작성 및 코드 개발을 예상합니다. 예전에는 MacBook Pro M2 Pro와 RX 7900 XT가있는 데스크탑 PC가있었습니다. 그러나 나는 많이 여행 할 것이며 대신 게임 노트북을 구입하여 내 요구를 모두 충족시키기를 원했습니다. G14 5070 ti가 좋은 선택입니까? 가끔 퀘스트 3에서 VR 게임을하고 가상 데스크탑을 사용합니다. 나는 끝날에 열 스로틀을 큰 문제로 들었습니다. 2025 년에도 여전히 문제가 될까요? 다른 의견이나 제안에 감사드립니다. 정말 감사합니다!"
keyword_reviews00.xlsx,"비디오 편집 (4K가 아니라 1080p), 3D 렌더링 및 사진 편집에 적합하거나 처리 할 수있는 노트북을 찾고 있습니다. 예산은 $ 850입니다. 나는 eBay에서 837 달러에 (1 년 보증과 30 일 반품이 있음) 리퍼브 M1 Pro 16-Core GPU, 32GB RAM, 512GB SSD (내 데이터를 외부로 저장할 수 있지만 걱정하지는 않는다)를받을 생각입니다. 그러나 나는 Windows 노트북에 대해 생각하고있었습니다. 저는 현재 끔찍한 배터리 수명이있는 끔찍한 2019 MacBook Pro 16 인치 32GB 1TB SSD를 가지고 있습니다 (1200 달러의 충전주기가 필요합니다. 140 달러로 교체해야합니다)와 과열 문제 (팬들은 크롬과 용감한 것을로드하여 크게 시끄럽습니다."
keyword_reviews00.xlsx,이봐! 나는 2 년 전에 Legion Pro 5 16ARX8 (82WM0006US)을 구입했습니다. 훌륭했지만 최근에는 마모/문제가 축적되기 시작했으며 1) 수리 할 수없는 모든 것을 고정시키고 살아야 할 정도로 새로운 일이라는 것이 궁금합니다.
keyword_reviews00.xlsx,"그러나 나는 배터리 수명에 대해 조금 확신하지 못합니다. 그것은 저에게 큰 문제입니다. 적어도 10 시간 동안 플러그를 뽑은 노트북을 사용할 수 있기를 원합니다. 그것은 내가 MacBook Pro M1과 지속적으로 얻은 것입니다. Apple 애호가들이 Apple Silicon MacBook과 함께 얻는 것으로 20 시간 이상의 배터리 수명을 보지 못했습니다. 여러 브라우저 탭을 피하고 PowerPoint 및 Excel을 건너 뛰거나 음악 제작 소프트웨어를 사용하지 않는 경우에만 가능하며 기본적으로 실제 작업을 수행하지 않습니다. 그럼에도 불구하고, 그것은 10 시간 동안 갈 수있게 해주었습니다. 예, 실제로 일을 끝내면서 10 시간의 배터리 수명에 만족합니다."
keyword_reviews00.xlsx,"또한 최근에 개조 된 MacBook Pro M4 Pro (48 gigs, 2 tb 하드 드라이브)를 구입했습니다. 스크린은 유리에 몇 번의 긁힘이 있었고 패널에 일부 문제가있었습니다 (배송의 결과라고 말했습니다.) 그래서 나는 당신이 개조되어 있기 때문에 그것을 교환 할 수 없기 때문에 다른 하나를 구매할 계획으로 반환했습니다. 그러나 내 예산에 있거나 내가 원하는 램 또는 하드 드라이브 공간이 있었음을 보여주는 것은 없습니다. 그래서 이번 주에는 Best Buy에서 Asus Rog Zephyrus 16에서 구입했습니다."
keyword_reviews00.xlsx,Lenovo Legion 5i Pro Gen 7의 온도 문제
keyword_reviews00.xlsx,이제 문제는 M2 Pro 또는 M2 Max입니까? 14 인치 섀시에서 M2 Max 열 스로틀이 있습니까?
keyword_reviews00.xlsx,"나는 연구에 시간을 보냈지 만 약간 압도당했습니다. 이것들은 내가 지금까지 충분히 좋다고 생각한 것들입니다. 아이디어 패드 프로 5i Gen 10 (16 ""Intel)을 제외하고는 모두 개조됩니다. 어느 쪽을 찾을 수 있습니까?"
keyword_reviews00.xlsx,학교를위한 노트북이므로 7 시간 이상 지속될 수있는 배터리가 필요합니다. AMD 프로세서가 그 범주에서 좋다고 들었습니다. 나는 특정 소프트웨어를 사용하지 않고 수업에 내 노트와 다른 가벼운 활동을 기록하기 위해 개념 만 사용합니다. 나는 사용할 수 없기 전에 1 년 이상 사용할 수있는 합리적인 프로세서를 원합니다. 내 예산은 최대 800 유로입니다. 좋은 노트북의 합리적인 가격처럼 보입니다. RAM과 SSD 슬롯을 변경하여 향후 더 쉽게 업그레이드하거나 수리 할 수있게되면 감사하겠습니다. 고품질 스크린이 예산에 적합하다고 생각하지 않으므로 기본 화면은 괜찮습니다. 튼튼한 노트북은 어떤 일이 일어날 지 알지 못하기 때문에 감사 할 것입니다. 크기는 실제로 중요하지 않지만 16 인치 화면이 너무 크지는 확실하지 않습니다. Lenovo ThinkPad E16/14 G2/G6 AMD와 같은 일부 모델을 보았습니다. 왜냐하면 견고하고 많은 포트와 좋은 배터리가 있기 때문입니다. 또한 Dell Pro 14 PC14255와 Lenovo IdeaPad Slim 5 16akp10을 살펴 보았습니다. 전자는 더 나은 CPU를 가지고 있지만 후자는 쉽게 손상 될 수있는 것처럼 보입니다. 나는 결정할 수 없어서 여러분들에게 도움을 요청하고 싶었습니다.
keyword_reviews00.xlsx,"추신 : Lenovo Legion이 좋다고 들었습니다. 그것이 사실이라면, 장단점은 무엇입니까?"
keyword_reviews00.xlsx,"** Dell Pro 16 Plus ** (그러나 배터리가 다른 것만 큼 좋다고 생각합니다. 2) ** : ** Ultra 7 268V, VPRO 32GB RAM"
keyword_reviews00.xlsx,"나는 내 Surface Pro를 좋아했지만 실제 ""노트북""으로 사용하기가 어렵 기 때문에 뒤쪽의 경첩이 마음에 들지 않았습니다. 그렇기 때문에 Surface Pro가 분리 가능한 키보드 및 힌지와 비슷하다고 생각하면서 Surface Laptop 7을 강력하게 고려하고 있습니다. 또한 배터리 수명이 좋다고 들었고 일반적으로 Windows OS를 좋아합니다."
keyword_reviews00.xlsx,X Elite Lunar Lake 및 Strix Point의 이전 릴리스와 Strix Halo 및 Arrow Lake Mobile 사람들의 다가오는 릴리스와 함께 배터리 수명에 대해 이야기하고 배터리 수명이 더 좋았습니다 여기서 문제는 사람들이 YouTubers 또는 NotebookCheck과 같은 다른 검토 사이트가 실시간 배터리 수명과 전혀 동일하지 않은 배터리 수명 테스트를 기반으로 의견을 제시한다는 것입니다 이 테스트는 이러한 장치의 배터리 수명을 과대 평가하고 실제 세계에서 실제로 사용되는 금액은 각 모델마다 다릅니다 일부는 90 를 유지하고 일부는 그 사이에 있고 일부는 그 사이에 있습니다 그러나이 합성 테스트에서 당신이 더 좋다고해서 그것이 현실 세계로 이어질 것이라는 의미는 아닙니다 많은 리뷰가 여전히 CPU가 아닌 미디어 엔진을 테스트하는 Videoplayback을 사용하기 때문에 특히 사실입니다 PC World가 이러한 장치에서 실제 테스트를 수행했기 때문에이를 확인하기 위해 실수가 있습니다 그들은 Sync Monster라고 불리는 것을 사용하여 그렇게했습니다 이 비디오 에서이 방법을 볼 수 있습니다
keyword_reviews00.xlsx,그것의 2025 년과 우리는 여전히 경험하고 있습니다 나는 게임에 얼마나 많은 돈을 벌고 있는지 모르겠다 대부분의 날 30Mbps를 만나게되어 운이 좋다 나는 Windows에 내장 된 반 바이러스를 비활성화하려고 시도했습니다 Microsoft 프로그램을 사용할 때 문제가 발생하는 이유는 수수께끼입니다 자신의 소프트웨어에는 자신의 소프트웨어에 문제가 있습니까
